2018-01-11 15:57:58.9597 INFO|Client|Started|
2018-01-11 15:57:58.9948 INFO|Client|CurrentDir: C:\work\unity\funkidracing\unity|
2018-01-11 15:57:58.9948 INFO|Client|Output: Temp/Assembly-CSharp-firstpass.dll|
2018-01-11 15:57:59.0023 INFO|Client|Parent process ID: 6932|
2018-01-11 15:57:59.0023 INFO|Client|Request to server|
2018-01-11 15:57:59.0931 INFO|Client|Spawn server|
2018-01-11 15:57:59.2199 INFO|Client|Request to server|
2018-01-11 15:57:59.3267 INFO|Client|Request to server|
2018-01-11 15:58:06.4926 INFO|Client|Done: Succeeded=True. Duration=7,1659566sec.|
2018-01-11 15:58:06.4926 INFO|Client|Assets/Plugins/modules/module-sounds/SoundInfo.cs(43,21): warning CS0612: 'SoundInfo.customDelay' is obsolete|
2018-01-11 15:58:06.5016 INFO|Client|Assets/Plugins/modules/module-sounds/SoundInfo.cs(44,21): warning CS0612: 'SoundInfo.customDelay' is obsolete|
2018-01-11 15:58:07.2528 INFO|Client|Started|
2018-01-11 15:58:07.2829 INFO|Client|CurrentDir: C:\work\unity\funkidracing\unity|
2018-01-11 15:58:07.2829 INFO|Client|Output: Temp/Assembly-CSharp-Editor-firstpass.dll|
2018-01-11 15:58:08.1752 INFO|Client|Parent process ID: 6932|
2018-01-11 15:58:08.1958 INFO|Client|Request to server|
2018-01-11 15:58:08.3011 INFO|Client|Started|
2018-01-11 15:58:08.3292 INFO|Client|CurrentDir: C:\work\unity\funkidracing\unity|
2018-01-11 15:58:08.3331 INFO|Client|Output: Temp/Assembly-CSharp.dll|
2018-01-11 15:58:08.3331 INFO|Client|Parent process ID: 6932|
2018-01-11 15:58:08.3331 INFO|Client|Request to server|
2018-01-11 15:58:10.4237 INFO|Client|Done: Succeeded=True. Duration=2,2273562sec.|
2018-01-11 15:58:10.4237 INFO|Client|Assets/Plugins/Vendor/TLPLib/Editor/Test/Utilities/TestUnityEvent.cs(12,49): warning CS0414: The field 'TestUnityEvent.NestedEvent.unityEvent' is assigned but its value is never used|
2018-01-11 15:58:10.4237 INFO|Client|Assets/Plugins/Vendor/TLPLib/Editor/Test/Utilities/TestUnityEvent.cs(15,47): warning CS0414: The field 'TestUnityEvent.unityEvent' is assigned but its value is never used|
2018-01-11 15:58:10.4237 INFO|Client|Assets/Plugins/Vendor/TLPLib/Editor/Test/Utilities/ObjectValidatorTest.cs(49,44): warning CS0414: The field 'ObjectValidatorTest.PublicFieldExtended.field2' is assigned but its value is never used|
2018-01-11 15:58:10.4237 INFO|Client|Assets/Plugins/Vendor/TLPLib/Editor/Test/Utilities/TestUnityEvent.cs(16,48): warning CS0414: The field 'TestUnityEvent.nestedEvent' is assigned but its value is never used|
2018-01-11 15:58:10.4408 INFO|Client|Assets/Plugins/Vendor/TLPLib/Editor/Test/Utilities/TestUnityEvent.cs(17,50): warning CS0414: The field 'TestUnityEvent.nestedEventArray' is assigned but its value is never used|
2018-01-11 15:58:14.1091 INFO|Client|Done: Succeeded=True. Duration=5,7657174sec.|
2018-01-11 15:58:14.1131 INFO|Client|Assets/Code/Screens/PlayScreen.cs(759,17): warning CS0612: 'SoundInfo.customDelay' is obsolete|
2018-01-11 15:58:14.1131 INFO|Client|Assets/Code/Screens/PlayScreen.cs(760,78): warning CS0612: 'SoundInfo.maxSimultaneousSounds' is obsolete|
2018-01-11 15:58:14.1131 INFO|Client|Assets/Code/Screens/PlayScreen.cs(770,19): warning CS0612: 'SoundInfo.customDelay' is obsolete|
2018-01-11 15:58:14.1131 INFO|Client|Assets/Code/Screens/PlayScreen.cs(771,28): warning CS0612: 'SoundInfo.delayBetweenSounds' is obsolete|
2018-01-11 15:58:15.1437 INFO|Client|Started|
2018-01-11 15:58:15.1642 INFO|Client|CurrentDir: C:\work\unity\funkidracing\unity|
2018-01-11 15:58:15.1642 INFO|Client|Output: Temp/Assembly-CSharp-Editor.dll|
2018-01-11 15:58:15.1642 INFO|Client|Parent process ID: 6932|
2018-01-11 15:58:15.1757 INFO|Client|Request to server|
2018-01-11 15:58:16.1333 INFO|Client|Done: Succeeded=True. Duration=0,9576483sec.|
2018-01-11 16:03:23.2593 INFO|Client|Started|
2018-01-11 16:03:23.2814 INFO|Client|CurrentDir: C:\work\unity\funkidracing\unity|
2018-01-11 16:03:23.2854 INFO|Client|Output: Temp/Assembly-CSharp-firstpass.dll|
2018-01-11 16:03:23.2854 INFO|Client|Parent process ID: 6932|
2018-01-11 16:03:23.2854 INFO|Client|Request to server|
2018-01-11 16:03:23.4618 INFO|Client|Done: Succeeded=True. Duration=0,1687736sec.|
2018-01-11 16:03:24.3367 INFO|Client|Started|
2018-01-11 16:03:24.3578 INFO|Client|CurrentDir: C:\work\unity\funkidracing\unity|
2018-01-11 16:03:24.3613 INFO|Client|Output: Temp/Assembly-CSharp-Editor-firstpass.dll|
2018-01-11 16:03:24.3613 INFO|Client|Parent process ID: 6932|
2018-01-11 16:03:24.3613 INFO|Client|Request to server|
2018-01-11 16:03:24.3658 INFO|Client|Started|
2018-01-11 16:03:24.3969 INFO|Client|CurrentDir: C:\work\unity\funkidracing\unity|
2018-01-11 16:03:24.3969 INFO|Client|Output: Temp/Assembly-CSharp.dll|
2018-01-11 16:03:24.3969 INFO|Client|Parent process ID: 6932|
2018-01-11 16:03:24.4094 INFO|Client|Request to server|
2018-01-11 16:03:24.4976 INFO|Client|Done: Succeeded=True. Duration=0,1274603sec.|
2018-01-11 16:03:25.0351 INFO|Client|Done: Succeeded=False. Duration=0,6257641sec.|
2018-01-11 16:03:25.0351 INFO|Client|Assets/Code/Screens/PlayScreen.cs(759,17): warning CS0612: 'SoundInfo.customDelay' is obsolete|
2018-01-11 16:03:25.0351 INFO|Client|Assets/Code/Screens/PlayScreen.cs(760,78): warning CS0612: 'SoundInfo.maxSimultaneousSounds' is obsolete|
2018-01-11 16:03:25.0351 INFO|Client|Assets/Code/Screens/PlayScreen.cs(770,19): warning CS0612: 'SoundInfo.customDelay' is obsolete|
2018-01-11 16:03:25.0511 INFO|Client|Assets/Code/Screens/PlayScreen.cs(771,28): warning CS0612: 'SoundInfo.delayBetweenSounds' is obsolete|
2018-01-11 16:03:25.0511 INFO|Client|Generated/Assets/Code/Init/MainController.cs(35,16): error CS0111: Type 'MainControllerCommonArgs' already defines a member called '.ctor' with the same parameter types|
2018-01-11 16:03:25.0511 INFO|Client|Generated/Assets/Code/Init/MainController.cs(55,32): error CS0111: Type 'MainControllerCommonArgs' already defines a member called 'ToString' with the same parameter types|
2018-01-11 16:03:25.0511 INFO|Client|Generated/Assets/Code/Init/MainController.cs(56,29): error CS0111: Type 'MainControllerCommonArgs' already defines a member called 'GetHashCode' with the same parameter types|
2018-01-11 16:03:25.0657 INFO|Client|Generated/Assets/Code/Init/MainController.cs(81,21): error CS0111: Type 'MainControllerCommonArgs' already defines a member called 'Equals' with the same parameter types|
2018-01-11 16:03:25.0657 INFO|Client|Generated/Assets/Code/Init/MainController.cs(82,30): error CS0111: Type 'MainControllerCommonArgs' already defines a member called 'Equals' with the same parameter types|
2018-01-11 16:03:25.0657 INFO|Client|Generated/Assets/Code/Init/MainController.cs(91,37): error CS0111: Type 'MainControllerCommonArgs' already defines a member called 'op_Equality' with the same parameter types|
2018-01-11 16:03:25.0657 INFO|Client|Generated/Assets/Code/Init/MainController.cs(92,37): error CS0111: Type 'MainControllerCommonArgs' already defines a member called 'op_Inequality' with the same parameter types|
